,_record_id,_title,_server_updated_at,_created_by,_updated_by,_geometry,_latitude,_longitude,arrival_of_the_freight_vehicle,plates,company_if_visible,visit_purpose,type_of_vehicle,number_of_operators,refrigerated_truck,type_of_cargo,picture_of_the_parked_freight_vehicle,departure_of_the_freight_vehicle,where_was_the_vehicle_parked,while_parked_was_the_engine_running,used_traffic_cone,vehicles_unloading_door,number_of_available_trolleys,serving_customer,garage_blocking,accident,describe_the_accident,noise,traffic_congestion,maximum_number_of_vehicles_in_the_traffic_jam
55,6bf74a31-d131-4b8d-9c7a-7776273b13e4,"511 Avenida 6 Poniente
Heroica Puebla de Zaragoza Puebla 72000
México",2022-11-17 00:49:30 UTC,Sergio Licea,Sergio Licea,SRID=4326;POINT(-98.2010471821 19.0486551619),19.0486551619,-98.2010471821,15:10,SL52856,5,Delivery,Light truck or Van,1,no,Nonfood,1 Photo,15:29,Double lane,yes,no,Rear,0,4.0,no,no,2.0,no,no,3.0
56,4a271fbd-9b74-4b62-9e02-24a6c2445033,"324 Avenida 8 Poniente
Puebla de Zaragoza PUE 72000
MX",2022-11-16 22:36:37 UTC,Sandra Carreón,Sandra Carreón,SRID=4326;POINT(-98.1995449039 19.048947435),19.048947435,-98.1995449039,10:37,SP14355,Pepsi,Delivery,Light truck or Van,1,yes,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,10:49,Double lane,no,no,Side,0,1.0,no,no,2.0,no,no,3.0
57,aa5ee741-91f7-4590-97ad-d8d99902bc4b,"403–407 Calle 5 Norte
Puebla de Zaragoza PUE 72000
MX",2022-11-16 22:36:36 UTC,Sandra Carreón,Sandra Carreón,SRID=4326;POINT(-98.200733699 19.0476399707),19.0476399707,-98.200733699,10:35,XB30634,Coca-Cola,Delivery,Light truck or Van,2,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,10:41,Street - next to the curbside,yes,no,Side,2,4.0,no,no,2.0,no,no,3.0
58,5a837c8c-6b79-4c6a-b3c2-1e720fb53a11,"304 Calle 7 Sur
Puebla de Zaragoza PUE 72000
MX",2022-11-16 22:36:36 UTC,Sandra Carreón,Sandra Carreón,SRID=4326;POINT(-98.2036237792 19.0457916772),19.0457916772,-98.2036237792,10:02,SP40504,5,Delivery,Light truck or Van,1,no,Produce (fruits & vegetables),1 Photo,10:27,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
59,4ac38e6b-7487-4322-b290-0a00e9ba960f,"532 Avenida 3 Poniente
Puebla de Zaragoza PUE 72000
MX",2022-11-16 22:36:35 UTC,Sandra Carreón,Sandra Carreón,SRID=4326;POINT(-98.2033609227 19.0459865146),19.0459865146,-98.2033609227,10:18,SN34670,5,Sales & delivery,Light truck or Van,1,no,Nonfood,1 Photo,10:35,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
60,15a02836-815f-419f-8ff1-06b66680d5c4,"533 Avenida Reforma
Puebla de Zaragoza PUE 72000
MX",2022-11-16 22:36:35 UTC,Sandra Carreón,Sandra Carreón,SRID=4326;POINT(-98.2026356366 19.0463860799),19.0463860799,-98.2026356366,09:44,XD5274A,Barcel ,Delivery,Light truck or Van,1,no,Frituras ,1 Photo,10:12,Street - next to the curbside,yes,no,Rear,1,1.0,no,no,2.0,no,no,3.0
61,17ce0639-0ded-4924-88ba-08bac0129bd8,"701 Avenida 6 Poniente
Heroica Puebla de Zaragoza Puebla 72090
México",2022-11-16 21:25:29 UTC,Sergio Licea,Sergio Licea,SRID=4326;POINT(-98.2020486519 19.0491904338),19.0491904338,-98.2020486519,15:07,SJ63123,Cocacola,Delivery,Light truck or Van,2,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,15:24,Dedicated unloading area (Bay),no,no,Side,2,4.0,no,no,2.0,no,no,3.0
62,c7eb8345-06aa-40ab-9ae9-71ffb3c0ad08,"201 Calle 5 Norte
Cholula Puebla 72760
Mexico",2022-11-16 21:02:21 UTC,Hiram Jiménez,Hiram Jiménez,SRID=4326;POINT(-98.3096287 19.0642236),19.0642236,-98.3096287,17:01,SN30728,Coca cola ,Delivery,Heavy duty truck,2,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,17:09,Street - next to the curbside,no,no,Side,2,4.0,no,no,2.0,yes,no,3.0
63,4a4535e9-a7cf-4af6-861d-1264d8cdb418,"1-17 Calle Tonanzintla
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-16 17:52:12 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2297245 19.0609536),19.0609536,-98.2297245,11:05,SM50071,5,Delivery,Light truck or Van,2,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,11:10,Street - next to the curbside,no,no,Side,1,4.0,yes,no,2.0,no,no,3.0
64,114dc5aa-4af1-462c-a2f3-8dc5b5cd65b6,"304 Calle 5 Sur
Heroica Puebla de Zaragoza Puebla 72000
México",2022-11-16 17:49:25 UTC,Sergio Licea,Sergio Licea,SRID=4326;POINT(-98.2021663338 19.0450400503),19.0450400503,-98.2021663338,11:38,XA1450A,Cocacola,Delivery,Light truck or Van,1,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,11:49,Dedicated unloading area (Bay),yes,no,Side,2,4.0,no,no,2.0,no,no,3.0
65,c7d4b99e-c4f8-40cb-bc83-851c5d796b20,"9 Calle Tonanzintla
Puebla de Zaragoza PUE 72160
MX",2022-11-16 17:09:12 UTC,Jorge Alberto Ostorga Flores,Jorge Alberto Ostorga Flores,SRID=4326;POINT(-98.2295349626 19.0611708254),19.0611708254,-98.2295349626,11:05,SP27753,La Taquiza,Delivery,SUV,1,no,"Meat (beef, poultry, pork, seafood, etc.)",1 Photo,11:15,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
66,f8fc6a0e-f99c-479a-bce3-cea41629da48,"39 Avenida Teziutlán Sur
Puebla de Zaragoza PUE 72160
MX",2022-11-16 17:09:12 UTC,Jorge Alberto Ostorga Flores,Jorge Alberto Ostorga Flores,SRID=4326;POINT(-98.2310728776 19.0595062004),19.0595062004,-98.2310728776,10:47,SP15600,Sabritas,Delivery,Light truck or Van,1,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,11:05,Street - next to the curbside,no,no,Rear,2,4.0,no,no,2.0,no,no,3.0
67,a2851ea1-27d0-4965-9562-1a62e870aa65,"5A Calle Tonanzintla
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-16 17:08:14 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2294891 19.0613224),19.0613224,-98.2294891,11:00,KW57795,Lo Nuestro,Sales & delivery,Light truck or Van,1,no,Para eventos,1 Photo,11:15,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
68,193b3517-7806-490f-9e9d-4c747f4c02ec,"16 Calle Aljojuca
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-16 17:08:14 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2309202 19.0616278),19.0616278,-98.2309202,10:42,23AM6F,Selecta,Delivery,Heavy duty truck,1,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,10:55,Double lane,yes,no,Rear,1,4.0,no,no,2.0,no,no,3.0
69,32bca3b4-7749-42c1-9615-dfeb982a0d1c,"20B Avenida 3 Poniente
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-16 17:08:13 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2301643 19.0592845),19.0592845,-98.2301643,10:45,SP27768,La taquiza,Sales & delivery,Light truck or Van,1,no,"Meat (beef, poultry, pork, seafood, etc.)",1 Photo,10:55,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
70,a5fe2bc6-b900-4374-b5c6-d5a9b4b8ffdd,"40 Calle Tepeaca
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-16 17:08:13 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2293531 19.058739),19.058739,-98.2293531,10:38,LB92995,Danone,Delivery,Light truck or Van,1,yes,"Dairy (milk, cheese, etc.)",1 Photo,10:44,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
71,c7daa64c-f6d0-4a21-8786-d24b831a360d,"19 San Martín Texmelucan
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-16 17:08:12 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2281692 19.0596459),19.0596459,-98.2281692,10:40,LC21282,UPS,Delivery,Pick-up,1,no,Nonfood,1 Photo,10:49,Double lane,no,no,Side,1,4.0,no,no,2.0,no,no,3.0
72,fcb64fcd-1e1f-4318-9029-f9e883192dee,"26 Calle Acatlán
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-16 17:08:12 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2262099 19.0586772),19.0586772,-98.2262099,10:23,SP29775,Gamesa,Delivery,Light truck or Van,1,no,"Bakery (bread, cookies, cakes, etc.),Nonfood",1 Photo,10:30,Street - next to the curbside,no,no,Side,1,4.0,no,no,2.0,no,no,3.0
73,eb0f304a-6a40-4c32-b7f5-43f9c396d1b9,"3A Calle Acatlán
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-16 17:08:11 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.225884 19.0593673),19.0593673,-98.225884,10:21,SN60903,5,Delivery,Light truck or Van,1,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,10:22,Street - next to the curbside,no,no,Rear,0,4.0,yes,no,2.0,no,no,3.0
74,90bdffb6-a359-49ff-8a0a-30e26876f41d,"Calle 39 Sur
Heroica Puebla de Zaragoza Puebla 72180
Mexico",2022-11-16 16:15:50 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2317668 19.0517571),19.0517571,-98.2317668,10:04,XA 1445 A,Coca cola,Delivery,Light truck or Van,2,no,"Non-alcoholic beverages (water, soda, etc.)",2 Photos,10:15,Street - next to the curbside,no,no,Side,2,1.0,yes,no,2.0,no,no,3.0
75,4df21293-afd9-4dca-ac72-ac482112fcfe,"10 Calle Huauchinango
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-16 16:12:48 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2290099 19.0607169),19.0607169,-98.2290099,10:07,LC11378,5,Delivery,Pick-up,1,no,Nonfood,1 Photo,10:15,Street - next to the curbside,yes,no,Rear,1,4.0,no,no,2.0,no,no,3.0
76,d7da1855-a102-4b24-8e82-de04ee1383f5,"5311-5303 Avenida 3 Poniente
Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-16 15:49:03 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2350645 19.061546),19.061546,-98.2350645,09:42,XX54116,Pepsi,Sales & delivery,Heavy duty truck,1,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,09:54,Street - next to the curbside,no,no,Side,2,1.0,yes,no,2.0,no,no,3.0
77,f6fd956e-1a2a-442a-b773-305b8a6f4467,"305 Calle 7 Sur
Puebla de Zaragoza PUE 72000
MX",2022-11-16 15:24:17 UTC,Sandra Carreón,Sandra Carreón,SRID=4326;POINT(-98.2039474045 19.0455599176),19.0455599176,-98.2039474045,11:42,SP19462,Gamesa,Delivery,Light truck or Van,1,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,11:49,Street - next to the curbside,no,no,Side,0,1.0,no,no,2.0,no,no,3.0
78,8400c9fc-1de7-4c11-a039-d733f863ac82,"532 Avenida 3 Poniente
Puebla de Zaragoza PUE 72000
MX",2022-11-16 15:24:16 UTC,Sandra Carreón,Sandra Carreón,SRID=4326;POINT(-98.2033022493 19.0458583458),19.0458583458,-98.2033022493,11:37,SP14360,Pepsi,Delivery,Light truck or Van,2,yes,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,12:58,Street - next to the curbside,no,no,Side,2,1.0,no,no,2.0,no,no,3.0
79,3f3195c9-a0f9-49ba-be0b-76f3aa633c1f,"105 Calle 5 Sur
Puebla de Zaragoza PUE 72000
MX",2022-11-16 15:24:15 UTC,Sandra Carreón,Sandra Carreón,SRID=4326;POINT(-98.2021582872 19.0453674324),19.0453674324,-98.2021582872,10:43,SM15226,Juntos+,Delivery,Light truck or Van,2,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,10:58,Street - next to the curbside,no,no,Side,2,1.0,no,no,2.0,no,no,3.0
80,ba7a0b12-26c8-44e6-a104-853b9faeb4d6,"2 Avenida Teziutlan Norte
Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-16 15:17:43 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2240469 19.0551286),19.0551286,-98.2240469,09:00,Si 72112,Panificados angelopolitana,Delivery,Light truck or Van,1,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,09:18,Street - next to the curbside,no,no,Rear,0,1.0,no,no,2.0,no,no,3.0
81,3047efc8-8a4f-4ddf-8a16-1dd229a0b543,"224 Teziutlán Sur
Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-16 14:04:01 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2248258 19.0537905),19.0537905,-98.2248258,08:01,SM60946,Dilesh,Sales & delivery,Light truck or Van,1,yes,"Dairy (milk, cheese, etc.)",1 Photo,08:27,Street - next to the curbside,yes,no,Rear,0,1.0,no,no,2.0,no,no,3.0
82,278de912-66b7-4a87-bb1d-027d472b8ea1,"3107B Calle 31 Sur
Heroica Puebla de Zaragoza Puebla 72400
México",2022-11-16 02:55:53 UTC,Martin Luna,Martin Luna,SRID=4326;POINT(-98.228491 19.0435952),19.0435952,-98.228491,12:55,0,5,Delivery,Motorcycle,1,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,12:57,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
83,14160986-67c9-4112-9654-592a6835db5c,"3107B Calle 31 Sur
Heroica Puebla de Zaragoza Puebla 72400
México",2022-11-16 02:55:52 UTC,Martin Luna,Martin Luna,SRID=4326;POINT(-98.2285093 19.0435574),19.0435574,-98.2285093,12:40,SP-38-769,5,Delivery,Light truck or Van,1,no,Produce (fruits & vegetables),1 Photo,12:55,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
84,836361fb-22d6-4185-ad73-a69b32c82a14,"3519 Calle 31 B Sur
Heroica Puebla de Zaragoza Puebla 72400
México",2022-11-16 02:55:51 UTC,Martin Luna,Martin Luna,SRID=4326;POINT(-98.2306771 19.0422433),19.0422433,-98.2306771,12:27,SM-28-581,Pintex,Sales (usually small car or motorcycle),Light truck or Van,1,no,Nonfood,1 Photo,12:40,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
85,152812c5-5e95-40e6-909f-7396e7a4d717,"3107-B Calle 31 Sur
Puebla de Zaragoza PUE 72400
MX",2022-11-16 02:55:51 UTC,Erwin Ruiz,Erwin Ruiz,SRID=4326;POINT(-98.2285106837 19.0435907002),19.0435907002,-98.2285106837,12:45,SN-16-160,5,Delivery,Light truck or Van,1,no,Produce (fruits & vegetables),1 Photo,13:00,Street - next to the curbside,no,no,Rear,0,1.0,no,no,2.0,no,no,3.0
86,58139050-adeb-41f9-ba63-54b11f468367,"2911 Avenida 25 Poniente
Heroica Puebla de Zaragoza Puebla 72400
México",2022-11-16 02:55:51 UTC,Martin Luna,Martin Luna,SRID=4326;POINT(-98.2256545 19.0460863),19.0460863,-98.2256545,14:00,SP-16-553,VIVER: Agua de manantial,Delivery,Light truck or Van,2,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,14:39,Double lane,no,no,Rear,1,4.0,no,no,2.0,no,yes,3.0
87,0a9707d8-97f5-474d-ae8d-bcdcc3e93d4b,"2506 Calle 23 Sur
Puebla de Zaragoza PUE 72410
MX",2022-11-16 02:55:50 UTC,Erwin Ruiz,Erwin Ruiz,SRID=4326;POINT(-98.2205807414 19.0429727968),19.0429727968,-98.2205807414,16:28,XX-22-202,Bachoco,Delivery,Light truck or Van,1,yes,"Meat (beef, poultry, pork, seafood, etc.)",1 Photo,16:35,On top of a sidewalk,yes,no,Rear,0,4.0,no,no,2.0,no,no,3.0
88,90d1a829-f67d-48e6-a17c-16da650ccd3c,"2711 Avenida 25 Poniente
Heroica Puebla de Zaragoza Puebla 72410
México",2022-11-16 02:55:49 UTC,Martin Luna,Martin Luna,SRID=4326;POINT(-98.2243523 19.0454045),19.0454045,-98.2243523,14:10,SP-14-378,Epura,Delivery,Heavy duty truck,2,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,14:30,Street - next to the curbside,no,no,Side,0,1.0,no,no,2.0,no,no,3.0
89,472e2249-ae23-49d6-b54a-46f080ea4a9a,"2904 Avenida 27 Poniente
Heroica Puebla de Zaragoza Puebla 72400
México",2022-11-16 02:55:49 UTC,Martin Luna,Martin Luna,SRID=4326;POINT(-98.2257501 19.0451654),19.0451654,-98.2257501,13:52,SP-31-019,Bimbo,Delivery,Light truck or Van,1,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,14:05,Street - next to the curbside,no,no,Rear,0,1.0,yes,no,2.0,no,no,3.0
90,7ee83276-b961-4b9b-9250-014822400c78,"2503–2505 Calle 31 Sur
Puebla de Zaragoza PUE 72400
MX",2022-11-16 02:54:44 UTC,Hiram Arellano,Hiram Arellano,SRID=4326;POINT(-98.2270032791 19.0459750184),19.0459750184,-98.2270032791,15:00,TSU-803-A,Dodge,Sales & delivery,Light truck or Van,2,no,Produce (fruits & vegetables),1 Photo,15:17,Street - next to the curbside,no,no,Side,1,1.0,no,no,2.0,no,no,3.0
91,3f89a5cf-cedb-446d-9c34-9f2b1b7515b1,"2503–2505 Calle 31 Sur
Puebla de Zaragoza PUE 72400
MX",2022-11-16 02:54:43 UTC,Hiram Arellano,Hiram Arellano,SRID=4326;POINT(-98.2270237811 19.0459459071),19.0459459071,-98.2270237811,15:10,TWU-347-A,Chevrolet,Sales (usually small car or motorcycle),SUV,1,no,Ferreteria,1 Photo,15:13,Double lane,yes,no,Side,0,1.0,yes,no,2.0,yes,yes,3.0
92,7271a0a8-800d-4344-88db-e6e030414736,"2503 Calle 31 Sur
Puebla de Zaragoza PUE 72400
MX",2022-11-16 02:54:42 UTC,Hiram Arellano,Hiram Arellano,SRID=4326;POINT(-98.2270719812 19.0459647728),19.0459647728,-98.2270719812,15:08,TUZ-829-A,Mazda,Sales (usually small car or motorcycle),SUV,1,no,,1 Photo,15:13,On top of a sidewalk,no,no,Side,0,1.0,no,no,2.0,yes,no,3.0
93,e59a3805-cb8c-40a2-bd24-add74d911e6e,"2503–2505 Calle 31 Sur
Puebla de Zaragoza PUE 72400
MX",2022-11-16 02:54:42 UTC,Hiram Arellano,Hiram Arellano,SRID=4326;POINT(-98.2268874162 19.0459660627),19.0459660627,-98.2268874162,14:59,2,Bmw,Sales (usually small car or motorcycle),Automobile,2,no,Tuberia de baño,1 Photo,15:06,Double lane,yes,no,Side,0,1.0,no,no,2.0,yes,yes,3.0
94,8004a0b2-679f-4723-807b-1d58ebb803d0,"2503–2505 Calle 31 Sur
Puebla de Zaragoza PUE 72400
MX",2022-11-16 02:54:41 UTC,Hiram Arellano,Hiram Arellano,SRID=4326;POINT(-98.2268531483 19.0459934942),19.0459934942,-98.2268531483,14:54,TYT-65-84,Kia,Sales (usually small car or motorcycle),SUV,1,no,"Meat (beef, poultry, pork, seafood, etc.)",1 Photo,15:02,Street - next to the curbside,no,no,Side,0,4.0,no,no,2.0,no,no,3.0
95,4118e091-0e47-4813-8ba2-5afb445a0c1a,"2503–2505 Calle 31 Sur
Puebla de Zaragoza PUE 72400
MX",2022-11-16 02:54:41 UTC,Hiram Arellano,Hiram Arellano,SRID=4326;POINT(-98.2268978097 19.046261441),19.046261441,-98.2268978097,14:47,TPE-940-B,Chevrolet,Sales (usually small car or motorcycle),Automobile,2,no,Nonfood,1 Photo,14:55,Street - next to the curbside,no,no,Rear,0,1.0,no,no,2.0,no,no,3.0
96,12a559f4-7648-4f88-aaaa-694b39b4e151,"2503–2505 Calle 31 Sur
Puebla de Zaragoza PUE 72400
MX",2022-11-16 02:54:40 UTC,Hiram Arellano,Hiram Arellano,SRID=4326;POINT(-98.2269603387 19.0459663142),19.0459663142,-98.2269603387,14:43,YJJ-292-C,Bmw,Sales (usually small car or motorcycle),Automobile,1,no,"Nonfood,Other",1 Photo,14:45,On top of a sidewalk,no,no,Side,1,4.0,no,no,2.0,no,no,3.0
97,bc464692-ed38-434f-9b32-a602e94e7611,"207B Calle 5 Norte
Cholula PUE 72764
MX",2022-11-15 22:57:17 UTC,Harry Hernández,Harry Hernández,SRID=4326;POINT(-98.3093802632 19.0645911964),19.0645911964,-98.3093802632,16:55,2,5,Delivery,Light truck or Van,2,no,Nonfood,1 Photo,17:00,On top of a sidewalk,no,no,Side,0,4.0,no,no,2.0,no,no,3.0
98,8548cc45-8a11-4282-b318-a3c76948d834,"111 A. Serdán
Heroica Puebla de Zaragoza Puebla 72197
México",2022-11-15 20:17:00 UTC,Ismael López,Ismael López,SRID=4326;POINT(-98.2501215488 19.0318539077),19.0318539077,-98.2501215488,13:12,SP-01-580,Sabritas,Delivery,Light truck or Van,1,no,Potato Chips,1 Photo,13:18,Street - next to the curbside,no,no,Rear,0,1.0,no,no,2.0,no,no,3.0
99,b9122b8a-8445-461d-89fd-2ba430927ce8,"11-109 Avenida Aquiles Serdán
Heroica Puebla de Zaragoza Puebla 72197
México",2022-11-15 20:16:59 UTC,Ismael López,Ismael López,SRID=4326;POINT(-98.2500405 19.0312655),19.0312655,-98.2500405,12:52,SP-01-580,Sabritas,Delivery,Light truck or Van,1,no,Potato Chips,1 Photo,13:11,Street - next to the curbside,no,no,Rear,0,1.0,no,no,2.0,no,no,3.0
100,3402ddd3-14f1-4c2e-8f3a-5de434353348,"111 Avenida Aquiles Serdán
Heroica Puebla de Zaragoza Puebla 72197
México",2022-11-15 20:16:59 UTC,Ismael López,Ismael López,SRID=4326;POINT(-98.2499744 19.0317836),19.0317836,-98.2499744,12:13,XB-7892-A,5,Delivery,Light truck or Van,3,no,"Harina, Maiz",1 Photo,13:11,Street - next to the curbside,no,no,Rear,0,1.0,no,no,2.0,no,no,3.0
101,2c97946a-8290-4360-ac17-90023df29a6f,"20 Guadálupe Victoria
Heroica Puebla de Zaragoza Puebla 72197
México",2022-11-15 20:16:58 UTC,Ismael López,Ismael López,SRID=4326;POINT(-98.250065 19.0312233),19.0312233,-98.250065,11:45,XW-85-135,Tamariz,Delivery,Light truck or Van,1,no,"Enlatados,Non-alcoholic beverages (water, soda, etc.)",1 Photo,13:26,Street - next to the curbside,no,no,Rear,0,1.0,no,no,2.0,no,no,3.0
102,c316fd06-1f37-4dcc-8c71-1585ad76cfbb,"723 Avenida Aquiles Serdán
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-15 19:27:11 UTC,Miguel Burgos,Miguel Burgos,SRID=4326;POINT(-98.2499456507 19.0254858473),19.0254858473,-98.2499456507,13:16,788ETB,5,Sales & delivery,Heavy duty truck,2,yes,"Bakery (bread, cookies, cakes, etc.),Dairy (milk, cheese, etc.),Meat (beef, poultry, pork, seafood, etc.)",1 Photo,13:27,Street - next to the curbside,yes,no,Rear,1,4.0,no,no,2.0,no,no,3.0
103,ee274a5f-33d7-4e80-9b4b-9bb70a9d1f4b,"145 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-15 19:27:11 UTC,Miguel Burgos,Miguel Burgos,SRID=4326;POINT(-98.2499142411 19.0310044761),19.0310044761,-98.2499142411,13:10,SP01580,Sabritas,Sales & delivery,Light truck or Van,2,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,13:11,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
104,211611ff-1657-4884-a2fa-94bdcf069fc8,"4–1634 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72835
MX",2022-11-15 19:27:09 UTC,Miguel Burgos,Miguel Burgos,SRID=4326;POINT(-98.2491061341 19.0255734654),19.0255734654,-98.2491061341,12:51,64TTS,5,Sales & delivery,Motorcycle,1,no,Produce (fruits & vegetables),1 Photo,12:53,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
105,12d0e5bf-d665-4219-912f-e969e5df7297,"15 Calle Gustavo Díaz Ordaz
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-15 19:27:08 UTC,Miguel Burgos,Miguel Burgos,SRID=4326;POINT(-98.2500808561 19.0265000028),19.0265000028,-98.2500808561,12:41,F76X8,5,Sales (usually small car or motorcycle),Motorcycle,1,no,"Dairy (milk, cheese, etc.)",1 Photo,12:46,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
106,8842b6b8-073a-46c4-a804-972ea0be5f37,"20 Avenida Aquiles Serdán
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-15 19:27:08 UTC,Miguel Burgos,Miguel Burgos,SRID=4326;POINT(-98.249928817 19.0298452369),19.0298452369,-98.249928817,12:21,XW85135,Tamaras,Sales & delivery,Pick-up,2,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,12:25,On top of a sidewalk,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
107,a2541bd2-f66a-441b-97b3-057bf9e0019c,"917 Avenida Aquiles Serdán
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-15 19:27:08 UTC,Miguel Burgos,Miguel Burgos,SRID=4326;POINT(-98.249948211 19.0235413934),19.0235413934,-98.249948211,12:34,HB88464B,5,Sales & delivery,Pick-up,1,no,Nonfood,1 Photo,12:40,Street - next to the curbside,no,no,Rear,2,4.0,yes,no,2.0,no,no,3.0
108,0bf005df-4b1f-4ce2-b944-7f2251832aed,"234 Avenida Aquiles Serdán
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-15 19:27:07 UTC,Miguel Burgos,Miguel Burgos,SRID=4326;POINT(-98.2498607515 19.0247318198),19.0247318198,-98.2498607515,12:33,GHH3H,Lala,Sales (usually small car or motorcycle),Motorcycle,1,no,Produce (fruits & vegetables),1 Photo,12:37,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
109,f4a602ca-651b-426d-9f76-26235729023d,"123 Boulevard Andromeda
San Bernardino Tlaxcalancingo PUE 72835
MX",2022-11-14 21:56:32 UTC,Leoncio Mora Díaz,Ulises Núñez Bautista,SRID=4326;POINT(-98.2460767776 19.0305848388),19.0305848388,-98.2460767776,13:26,SN56338,Pipa de agua ,Delivery,Heavy duty truck,1,no,Water,1 Photo,13:38,Double lane,yes,no,Rear,0,4.0,no,no,2.0,no,no,3.0
